,Point_number,Point Latitude,Point Longitude,Pharmacy name,Pharmacy Latitude,Pharmacy Longitude,Pharmacy distance to point,Pharmacy Adress,Pharmacy Address
455,208,-34.6126093347407,-58.38226245883996,Big Pharmacy,-34.61143188105655,-58.3780494738582,407,,
456,208,-34.6126093347407,-58.38226245883996,Farmacia Soy Maga | Soy tu Farmacia,-34.60901631558926,-58.37912678718567,492,,Av. de Mayo 892
457,208,-34.6126093347407,-58.38226245883996,Farmacity,-34.609542,-58.387269,571,,Av. de Mayo 1470
458,208,-34.6126093347407,-58.38226245883996,Farmacia Seivara,-34.609399001634074,-58.38299677811122,363,,Av. De Mayo 1152
459,208,-34.6126093347407,-58.38226245883996,Farmacia Mutual,-34.61589945283304,-58.38144793670249,373,,
460,208,-34.6126093347407,-58.38226245883996,farmacia avenida,-34.60884094238281,-58.38145065307617,426,,Av De Mayo 1102
461,208,-34.6126093347407,-58.38226245883996,Farmacia,-34.61283853210475,-58.37687953478725,493,,
462,209,-34.6126093347407,-58.374409683199964,Farmacity,-34.612689524322874,-58.37489372645324,45,,Av. Belgrano 602
463,209,-34.6126093347407,-58.374409683199964,Farmacia S.E.C.,-34.60961119069682,-58.37488509503965,336,,Moreno 634
464,209,-34.6126093347407,-58.374409683199964,Farmacity,-34.608734,-58.375008,434,,Av. de Mayo 602
465,209,-34.6126093347407,-58.374409683199964,Openfarma,-34.60897,-58.378187,532,,Av. de Mayo 839
466,209,-34.6126093347407,-58.374409683199964,Farmacity,-34.61100128659973,-58.370740338002754,380,,Av. Pueyrredón 991
467,209,-34.6126093347407,-58.374409683199964,Farmacia De La Estrella,-34.611663823907875,-58.37045622714045,377,,Defensa 201
468,209,-34.6126093347407,-58.374409683199964,Farmacia,-34.61283853210475,-58.37687953478725,227,,
469,209,-34.6126093347407,-58.374409683199964,Farmacia San Carlos,-34.61170212863991,-58.378439456228946,382,,Moreno 900
470,209,-34.6126093347407,-58.374409683199964,Farmacia De La Estrella,-34.610321816939305,-58.37313565609816,280,,Alsina 402
471,209,-34.6126093347407,-58.374409683199964,Big Pharmacy,-34.61143188105655,-58.3780494738582,358,,
472,209,-34.6126093347407,-58.374409683199964,Drugstore,-34.6091669,-58.37633570000001,421,,Chacabuco 87
473,209,-34.6126093347407,-58.374409683199964,Farmacia Azul,-34.60862777988156,-58.375983238220215,466,,Av. de Mayo 675
474,209,-34.6126093347407,-58.374409683199964,Kiosco,-34.61053,-58.37055,422,,Balcarce 264
475,209,-34.6126093347407,-58.374409683199964,farmacia irupe,-34.617453,-58.373152,551,,Bolívar 834
476,209,-34.6126093347407,-58.374409683199964,Farmacia,-34.609436638869234,-58.376990957036206,425,,
477,210,-34.6126093347407,-58.36655690755996,Farmacity,-34.611398098374025,-58.36265267961555,382,,Av. Juana Manso 1189
478,210,-34.6126093347407,-58.36655690755996,Farmacia De La Estrella,-34.611663823907875,-58.37045622714045,372,,Defensa 201
479,210,-34.6126093347407,-58.36655690755996,Farmacity,-34.61100128659973,-58.370740338002754,423,,Av. Pueyrredón 991
480,210,-34.6126093347407,-58.36655690755996,Kiosko El Clásico,-34.61233645566241,-58.368022441864014,137,,Belgrano 102
481,210,-34.6126093347407,-58.36655690755996,Kiosco,-34.61053,-58.37055,432,,Balcarce 264
482,211,-34.6126093347407,-58.358704131919964,Farmacity,-34.611398098374025,-58.36265267961555,386,,Av. Juana Manso 1189
483,214,-34.605987503222174,-58.523612420359946,Farmacia Gesavi Pharma,-34.606041,-58.528332,432,,Madre isabel Fernandez 1261
484,214,-34.605987503222174,-58.523612420359946,Antigua Farmacia Mauri,-34.61005877237913,-58.52204359682818,475,,"Pedro Morán 4601, Buenos Aires, Ciudad Autónoma de Buenos Aires"
485,214,-34.605987503222174,-58.523612420359946,Lavadero Los Amigos De Jp,-34.60967992622192,-58.52717716681386,524,,Nueva York 5210
486,214,-34.605987503222174,-58.523612420359946,Farmacia Mauri,-34.60596607869977,-58.51767037939179,544,,
487,215,-34.605987503222174,-58.51575964471994,Farmacity,-34.60624794745987,-58.51225729409557,322,,Av. Francisco Beiró 4366
488,215,-34.605987503222174,-58.51575964471994,Farmacia,-34.611451757981406,-58.5172464538814,623,,
489,215,-34.605987503222174,-58.51575964471994,Farmacia Mauri,-34.60596607869977,-58.51767037939179,175,,
490,215,-34.605987503222174,-58.51575964471994,Farmacia Fittipaldi,-34.60110748537509,-58.51257779860104,616,,
491,216,-34.605987503222174,-58.507906869079946,Farmacity,-34.60624794745987,-58.51225729409557,399,,Av. Francisco Beiró 4366
492,216,-34.605987503222174,-58.507906869079946,Farmacity,-34.600523356199105,-58.503259075419685,742,,Av Francisco Beiró 3566
493,216,-34.605987503222174,-58.507906869079946,Farmaet,-34.6008343343958,-58.50363704388998,694,,Av Francisco Beiro 3602
494,216,-34.605987503222174,-58.507906869079946,Farmacia FarmaET,-34.600796,-58.50363,698,,Avenida Francisco Beiró 3602
495,217,-34.605987503222174,-58.50005409343995,La Parada Del Leo,-34.60930235989173,-58.500218211685805,369,,
496,218,-34.605987503222174,-58.492201317799946,Daneri,-34.60766168850167,-58.49207049003529,186,,Campana 2502
497,218,-34.605987503222174,-58.492201317799946,Farmacity,-34.60282667534418,-58.49407819699241,391,,Melincué 3185
498,218,-34.605987503222174,-58.492201317799946,Farmacia Vassallo,-34.60495566304658,-58.489822909810805,246,,
499,218,-34.605987503222174,-58.492201317799946,Farma365,-34.602016,-58.494705,498,,Cuenca 3005
500,218,-34.605987503222174,-58.492201317799946,Farmacia Profesional,-34.61164177764412,-58.49364853915471,643,,Alvarez Jonte
501,218,-34.605987503222174,-58.492201317799946,Farmacia Vasallo,-34.60812683894231,-58.49084042067308,268,,Cuenca 2719
502,219,-34.605987503222174,-58.48434854215995,Farmacia Neres,-34.6003476873333,-58.485824538456995,642,,Av Nazca 3001
503,219,-34.605987503222174,-58.48434854215995,Farmacia Vassallo,-34.60495566304658,-58.489822909810805,514,,
504,219,-34.605987503222174,-58.48434854215995,Farmacia Vasallo,-34.60812683894231,-58.49084042067308,640,,Cuenca 2719
505,221,-34.605987503222174,-58.46864299087995,Farmacia La Central,-34.60286,-58.464874,490,,2802 Avenida San Martín
506,221,-34.605987503222174,-58.46864299087995,Farmacia ABC,-34.603077418372706,-58.463983735196486,535,,
507,221,-34.605987503222174,-58.46864299087995,Anika,-34.60453693675018,-58.463688241007134,481,,Av. San Martín 2695
508,221,-34.605987503222174,-58.46864299087995,La Central,-34.602813720703125,-58.464839935302734,496,,
509,222,-34.605987503222174,-58.46079021523995,Farmacia ABC,-34.603077418372706,-58.463983735196486,436,,
510,222,-34.605987503222174,-58.46079021523995,La Central,-34.602813720703125,-58.464839935302734,512,,
511,222,-34.605987503222174,-58.46079021523995,Vitanova,-34.60731887817383,-58.4627571105957,233,,
512,222,-34.605987503222174,-58.46079021523995,Anika,-34.60453693675018,-58.463688241007134,310,,Av. San Martín 2695
513,222,-34.605987503222174,-58.46079021523995,Farmacity,-34.60542492506113,-58.454895404143464,543,,Av San Martín 1854
514,222,-34.605987503222174,-58.46079021523995,Farmacia La Central,-34.60286,-58.464874,511,,2802 Avenida San Martín
515,223,-34.605987503222174,-58.45293743959995,Farmacity,-34.60542492506113,-58.454895404143464,190,,Av San Martín 1854
516,223,-34.605987503222174,-58.45293743959995,Farmacia Anika,-34.60590992484107,-58.4527164686556,22,,Av. San Martín 2311
517,223,-34.605987503222174,-58.45293743959995,Farmacia,-34.60625108792346,-58.44986219633964,283,,
518,224,-34.605987503222174,-58.44508466395995,Farmacity,-34.60744073836786,-58.44585286571391,176,,Av. Gaona 1101
519,224,-34.605987503222174,-58.44508466395995,Farmacity,-34.608645440634994,-58.44137549400329,450,,Avenida Diaz Velez
520,224,-34.605987503222174,-58.44508466395995,Farmacenter,-34.6070647883256,-58.444894552230835,121,,Avenida Angel Gallardo 1071
521,224,-34.605987503222174,-58.44508466395995,"Farmacia ""Pharma Rodo""",-34.60827456402407,-58.44274878501892,332,,Av. Diaz Velez 5402
522,224,-34.605987503222174,-58.44508466395995,Farmacia,-34.60625108792346,-58.44986219633964,438,,
523,224,-34.605987503222174,-58.44508466395995,farmacia cadefa,-34.601741790771484,-58.44173812866211,563,,
524,225,-34.605987503222174,-58.43723188831996,Farmacity,-34.608645440634994,-58.44137549400329,481,,Avenida Diaz Velez
525,225,-34.605987503222174,-58.43723188831996,"Farmacia ""Pharma Rodo""",-34.60827456402407,-58.44274878501892,565,,Av. Diaz Velez 5402
526,225,-34.605987503222174,-58.43723188831996,Antigua del Águila,-34.600806,-58.436413,581,,Av. Corrientes
527,225,-34.605987503222174,-58.43723188831996,Farmacia DIBA,-34.605558676491434,-58.432988882999446,391,,Ramos Mejía 903
528,226,-34.605987503222174,-58.42937911267995,Farmacity,-34.60215281613952,-58.431075051332925,454,,Av. Corrientes 4647
529,226,-34.605987503222174,-58.42937911267995,Farmacity,-34.60401495782871,-58.42425470400665,518,,Gascón 632
530,226,-34.605987503222174,-58.42937911267995,Farmacia Brocca,-34.60570581777721,-58.424723151789955,427,,
531,226,-34.605987503222174,-58.42937911267995,Farmacia Italiana,-34.607489200340474,-58.424633976567236,465,,Potosí 4100
532,226,-34.605987503222174,-58.42937911267995,Farmacias Dr. Ahorro,-34.60191642164706,-58.43173027038574,501,,Av. Estado de Israel 4790
533,226,-34.605987503222174,-58.42937911267995,Farmacia Taboh,-34.60757949893251,-58.43107706589546,235,,
534,226,-34.605987503222174,-58.42937911267995,Farmacia Super Almagro,-34.60215308950078,-58.43062001815457,441,,Corrientes 4617
535,226,-34.605987503222174,-58.42937911267995,El Baile Del Kioscazo,-34.608727,-58.430943,336,,Av. Díaz Vélez 4517
536,226,-34.605987503222174,-58.42937911267995,Farmacia DIBA,-34.605558676491434,-58.432988882999446,334,,Ramos Mejía 903
537,227,-34.605987503222174,-58.42152633703996,Farmacia Brocca,-34.60570581777721,-58.424723151789955,294,,
538,227,-34.605987503222174,-58.42152633703996,Farmacity,-34.60331407086022,-58.41976689377365,338,,Av. Corrientes 3930
539,227,-34.605987503222174,-58.42152633703996,Farmacia Laboratorio Cristo Rey,-34.60589031768331,-58.42113018035889,37,,Presidente Peron 3899
540,227,-34.605987503222174,-58.42152633703996,Farmacity,-34.60401495782871,-58.42425470400665,332,,Gascón 632
541,227,-34.605987503222174,-58.42152633703996,Farmacia Bulnes,-34.60348804467556,-58.42035922114793,298,,Corrientes
542,227,-34.605987503222174,-58.42152633703996,Pedidosfarma.Com,-34.60648,-58.419071,231,,Tte. Gral. Juan Domingo Perón 3734
543,227,-34.605987503222174,-58.42152633703996,Farmacia Italiana,-34.607489200340474,-58.424633976567236,330,,Potosí 4100
544,227,-34.605987503222174,-58.42152633703996,El zorzal,-34.608362,-58.421026,268,,
545,227,-34.605987503222174,-58.42152633703996,Oribe,-34.60741111780884,-58.41897149277822,282,,
546,228,-34.605987503222174,-58.41367356139996,Farmacity,-34.6041740918913,-58.410331174081634,366,,Av. Corrientes 3202
547,228,-34.605987503222174,-58.41367356139996,Farmacity,-34.610418729030584,-58.41037559685036,578,,Av. Rivadavia 3102
548,228,-34.605987503222174,-58.41367356139996,Farmacia Vasallo,-34.603366,-58.410783,394,,Juncal 2120
549,228,-34.605987503222174,-58.41367356139996,Pedidosfarma.Com,-34.60648,-58.419071,497,,Tte. Gral. Juan Domingo Perón 3734
550,228,-34.605987503222174,-58.41367356139996,Oribe,-34.60741111780884,-58.41897149277822,510,,
551,228,-34.605987503222174,-58.41367356139996,Farmacia Miserere,-34.61054953112648,-58.41019408445644,599,,"Av Rivadavia 2952, Ciudad Autónoma de Buenos Aires, Capital Federal"
552,229,-34.605987503222174,-58.40582078575996,Farmacity,-34.6041740918913,-58.410331174081634,459,,Av. Corrientes 3202
553,229,-34.605987503222174,-58.40582078575996,Farmacity,-34.606039361148234,-58.40492445564518,82,,Av. Juan Martín de Pueyrredon 539
554,229,-34.605987503222174,-58.40582078575996,Farmacias Dr. Ahorro,-34.607675,-58.406221,191,,Av. Pueyrredón 202
555,229,-34.605987503222174,-58.40582078575996,Nueva Gran Once,-34.61001472906977,-58.40512300136979,452,,Rivadavia 2754
556,229,-34.605987503222174,-58.40582078575996,Soy Tu Farmacia Once,-34.601116,-58.40461,553,,Av. Pueyrredon 776
557,229,-34.605987503222174,-58.40582078575996,farmathenea,-34.607967376708984,-58.405460357666016,222,,Av Rivadavia 3000
558,229,-34.605987503222174,-58.40582078575996,Farmastore,-34.60859,-58.40753,329,,Estación Once de Septiembre [Línea Sarmiento]
559,229,-34.605987503222174,-58.40582078575996,Farmacia Italiana,-34.607497,-58.406298,173,,
560,229,-34.605987503222174,-58.40582078575996,Farmacia SEC,-34.606065,-58.400954,445,,Pres. Tte. Gral. Juan Domingo Perón 2319
561,229,-34.605987503222174,-58.40582078575996,Farmacia Miserere,-34.61054953112648,-58.41019408445644,646,,"Av Rivadavia 2952, Ciudad Autónoma de Buenos Aires, Capital Federal"
562,229,-34.605987503222174,-58.40582078575996,Farmacia ABC,-34.60860827613819,-58.40224763047365,438,,mitre 2542
563,230,-34.605987503222174,-58.39796801011996,Farmacias Dr. Ahorro,-34.60446548461914,-58.39889907836914,189,,Av. Corrientes 2276
564,230,-34.605987503222174,-58.39796801011996,Alergia Junín,-34.60392534493139,-58.39687600825791,250,,Junín 43
565,230,-34.605987503222174,-58.39796801011996,Farmacia Nexus,-34.609715,-58.397657,415,,Av. Rivadavia 2202
566,230,-34.605987503222174,-58.39796801011996,Farmacity,-34.604426032313086,-58.39273890021251,509,,Av. Corrientes 1820
567,230,-34.605987503222174,-58.39796801011996,Farmacia Vantage,-34.60426330566406,-58.395172119140625,320,,Av. Corrientes 2001
568,230,-34.605987503222174,-58.39796801011996,Vantage,-34.60445817071515,-58.39689829662253,196,,Corrientes 1999
569,230,-34.605987503222174,-58.39796801011996,Farmacias Dr. Ahorro,-34.60450118110189,-58.392669157686505,512,,Av. Callao 374
570,230,-34.605987503222174,-58.39796801011996,Farmacias Dr. Ahorro,-34.60992431640625,-58.40208435058594,578,,Av. Rivadavia 2502
571,230,-34.605987503222174,-58.39796801011996,Farmacia Junín,-34.60873520051456,-58.39641909774589,337,,Junin 43
572,230,-34.605987503222174,-58.39796801011996,Farmacity,-34.60958923637239,-58.39794028257353,400,,Av. Rivadavia 2215
573,230,-34.605987503222174,-58.39796801011996,Farmacia TKL Etcheverry,-34.60583733365371,-58.39196920394898,549,,Av. Callao 299
574,230,-34.605987503222174,-58.39796801011996,Far Mar,-34.60523863936569,-58.39209258556366,544,,Av. Callao 321
575,230,-34.605987503222174,-58.39796801011996,Farmacia San Pablo,-34.602564361077754,-58.395037233226134,466,,Lavalle 2000
576,230,-34.605987503222174,-58.39796801011996,Farmacia Porteña Congreso,-34.6092202,-58.3954939,425,,Av. Rivadavia 2101
577,230,-34.605987503222174,-58.39796801011996,Farmacity,-34.60943,-58.3938,541,,
578,230,-34.605987503222174,-58.39796801011996,Farmacia Once,-34.60321731170494,-58.397104464202485,318,,Lavalle 2099
579,230,-34.605987503222174,-58.39796801011996,Soy Laiglon,-34.606884,-58.392227,535,,Avenida Callao 200
580,230,-34.605987503222174,-58.39796801011996,Farmacia Azul,-34.6050640991621,-58.39686486407723,144,,Av. Pueyrredón 1673
581,230,-34.605987503222174,-58.39796801011996,Farmacia abc,-34.6021932,-58.3960527,457,,
582,230,-34.605987503222174,-58.39796801011996,Farmacia Kent,-34.609517,-58.396509,415,,Pichincha 52
583,230,-34.605987503222174,-58.39796801011996,Farmacia ABC,-34.60860827613819,-58.40224763047365,488,,mitre 2542
584,230,-34.605987503222174,-58.39796801011996,Pharma,-34.603869196714136,-58.39669770149816,262,,Av. Corrientes 2101
585,230,-34.605987503222174,-58.39796801011996,Farmacia,-34.604511434531425,-58.39346593994877,444,,Lavalle 2099
586,230,-34.605987503222174,-58.39796801011996,Farmacia Castagna,-34.60237563712886,-58.39718341827392,408,,Tucuman 2102
587,230,-34.605987503222174,-58.39796801011996,Optilook,-34.610917577544,-58.39743321868439,550,,Uriburu 61
588,230,-34.605987503222174,-58.39796801011996,Farmacia Vantage,-34.606204104290555,-58.392145401759784,534,,Av Callao 198
589,230,-34.605987503222174,-58.39796801011996,Salus,-34.60459518432617,-58.39347457885742,439,,Av. Corrientes
590,230,-34.605987503222174,-58.39796801011996,Farmacia del Sindicato de Marroquineros,-34.60440337061778,-58.397015310608516,196,,Sarmiento
591,230,-34.605987503222174,-58.39796801011996,Farmacia SEC,-34.606065,-58.400954,273,,Pres. Tte. Gral. Juan Domingo Perón 2319
592,231,-34.605987503222174,-58.390115234479964,Farmacia Homeopática Cangallo,-34.60680870215813,-58.390188217163086,91,,Tte. Gral. Juan D. Perón 1670
593,231,-34.605987503222174,-58.390115234479964,Farmacity,-34.60871735565272,-58.3919928722429,349,,Av. Callao 23/25/27/29
594,231,-34.605987503222174,-58.390115234479964,Farmacity,-34.60546997679876,-58.387803733348846,219,,Sarmiento 1490
595,231,-34.605987503222174,-58.390115234479964,Farmacia TKL Etcheverry,-34.60583733365371,-58.39196920394898,170,,Av. Callao 299
596,231,-34.605987503222174,-58.390115234479964,Farmacity,-34.604426032313086,-58.39273890021251,296,,Av. Corrientes 1820
597,231,-34.605987503222174,-58.390115234479964,Farmacia Vantage,-34.606204104290555,-58.392145401759784,187,,Av Callao 198
598,231,-34.605987503222174,-58.390115234479964,Farmacias Dr. Ahorro,-34.60450118110189,-58.392669157686505,286,,Av. Callao 374
599,231,-34.605987503222174,-58.390115234479964,Farmacia Nueva Parana,-34.606762,-58.38779,229,,Parana 185
600,231,-34.605987503222174,-58.390115234479964,Farmacia Azul,-34.60989105803149,-58.391716369448105,458,,Av. Entre Ríos 299
601,231,-34.605987503222174,-58.390115234479964,Far Mar,-34.60523863936569,-58.39209258556366,199,,Av. Callao 321
602,231,-34.605987503222174,-58.390115234479964,Farmacity,-34.609542,-58.387269,473,,Av. de Mayo 1470
603,231,-34.605987503222174,-58.390115234479964,Farmacia OSPJN,-34.60159004378257,-58.38677425690707,577,,
604,231,-34.605987503222174,-58.390115234479964,Farmacia Salvador,-34.60127282181815,-58.39281402677325,580,,Callao 689
605,231,-34.605987503222174,-58.390115234479964,Farmacia Obra Social del Poder Judicial,-34.601657,-58.386603,579,,Tucumán 1399
606,231,-34.605987503222174,-58.390115234479964,Farmacity,-34.60943,-58.3938,510,,
607,231,-34.605987503222174,-58.390115234479964,Farmacia Gremial,-34.609011,-58.388708,360,,Av. de Mayo 1582
608,231,-34.605987503222174,-58.390115234479964,Soy Laiglon,-34.606884,-58.392227,217,,Avenida Callao 200
609,231,-34.605987503222174,-58.390115234479964,Farmacia Salus,-34.60666704168327,-58.389220213582696,111,,Av. Corrientes 1880
610,231,-34.605987503222174,-58.390115234479964,Farmacia,-34.604511434531425,-58.39346593994877,348,,Lavalle 2099
611,231,-34.605987503222174,-58.390115234479964,Superfarma,-34.60332938424671,-58.386390209198,451,,Uruguay 477
612,231,-34.605987503222174,-58.390115234479964,Farmacia Nobel,-34.60272462686285,-58.38666282505552,481,,Lavalle 1401
613,231,-34.605987503222174,-58.390115234479964,FarmaPlus,-34.60315609414791,-58.38665725346581,446,,Uruguay 473
614,231,-34.605987503222174,-58.390115234479964,Pago facil,-34.6117941,-58.3892389,651,,
615,231,-34.605987503222174,-58.390115234479964,Farmacia,-34.6090202331543,-58.39116287231445,350,,
616,231,-34.605987503222174,-58.390115234479964,Salus,-34.60459518432617,-58.39347457885742,344,,Av. Corrientes
617,231,-34.605987503222174,-58.390115234479964,Locutorio,-34.60416709979021,-58.38841231773963,255,,Av. Corrientes
618,231,-34.605987503222174,-58.390115234479964,Farmacia Vantage,-34.60426330566406,-58.395172119140625,501,,Av. Corrientes 2001
619,231,-34.605987503222174,-58.390115234479964,Rp Porteña,-34.60392105519411,-58.387742042541504,316,,Corrientes 1499
620,231,-34.605987503222174,-58.390115234479964,Farmacia ABC,-34.60275650024414,-58.39137268066406,377,,Lavalle
621,232,-34.605987503222174,-58.38226245883996,Farmacity,-34.603869196000616,-58.38411368077937,290,,Av. Corrientes 1236
622,232,-34.605987503222174,-58.38226245883996,Farmacias Dr. Ahorro,-34.604503,-58.382295,165,,Cerrito 342
623,232,-34.605987503222174,-58.38226245883996,Farmacia Rp./ - Went,-34.60356431021663,-58.37959650960197,363,,Av. Corrientes 901
624,232,-34.605987503222174,-58.38226245883996,Farmacity,-34.60546997679876,-58.387803733348846,510,,Sarmiento 1490
625,232,-34.605987503222174,-58.38226245883996,Farmacity,-34.60244732461057,-58.379806482522696,453,,Lavalle 919
626,232,-34.605987503222174,-58.38226245883996,Openfarma,-34.60897,-58.378187,499,,Av. de Mayo 839
627,232,-34.605987503222174,-58.38226245883996,Farmacity,-34.604853870135756,-58.37942192215843,289,,Av. Roque Sáenz Peña 910
628,232,-34.605987503222174,-58.38226245883996,Farmacia Gremial,-34.609011,-58.388708,679,,Av. de Mayo 1582
629,232,-34.605987503222174,-58.38226245883996,Farmacia Nueva Parana,-34.606762,-58.38779,513,,Parana 185
630,232,-34.605987503222174,-58.38226245883996,Farmacity,-34.60971,-58.380568,442,,Bernardo de Irigoyen 102
631,232,-34.605987503222174,-58.38226245883996,Farmacia OSSEG,-34.60179278627581,-58.38087558746338,483,,Carlos Pellegrini 559
632,232,-34.605987503222174,-58.38226245883996,Farmacia Soy Maga | Soy tu Farmacia,-34.60901631558926,-58.37912678718567,442,,Av. de Mayo 892
633,232,-34.605987503222174,-58.38226245883996,365 Kioscos Argentinos,-34.60252960355065,-58.38197721466336,385,,cerrito 512
634,232,-34.605987503222174,-58.38226245883996,Farmacia Seivara,-34.609399001634074,-58.38299677811122,385,,Av. De Mayo 1152
635,232,-34.605987503222174,-58.38226245883996,FarmaPlus,-34.60315609414791,-58.38665725346581,511,,Uruguay 473
636,232,-34.605987503222174,-58.38226245883996,Superfarma,-34.60332938424671,-58.386390209198,480,,Uruguay 477
637,232,-34.605987503222174,-58.38226245883996,Farmacia Nobel,-34.60272462686285,-58.38666282505552,542,,Lavalle 1401
638,232,-34.605987503222174,-58.38226245883996,farmacia avenida,-34.60884094238281,-58.38145065307617,326,,Av De Mayo 1102
639,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.607232757694995,-58.37499445081281,148,,Florida 52
640,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.60658852667759,-58.375052467754855,89,,Florida 118
641,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.608734,-58.375008,310,,Av. de Mayo 602
642,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.60325523284773,-58.373578193900315,313,,Av. Corrientes 484
643,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.60244732461057,-58.379806482522696,632,,Lavalle 919
644,233,-34.605987503222174,-58.374409683199964,Farmacia Viamonte,-34.60296643178692,-58.371281325817115,441,,Av. Corrientes 301
645,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.60437145307478,-58.37342248587407,201,,Sarmiento 481
646,233,-34.605987503222174,-58.374409683199964,Openfarma,-34.60897,-58.378187,479,,Av. de Mayo 839
647,233,-34.605987503222174,-58.374409683199964,Farmar,-34.603497294707786,-58.37682939481092,354,,Av. Corrientes 702
648,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.602473307024326,-58.375302701813865,399,,Florida 474
649,233,-34.605987503222174,-58.374409683199964,Farmacity,-34.604853870135756,-58.37942192215843,476,,Av. Roque Sáenz Peña 910
650,233,-34.605987503222174,-58.374409683199964,Farmacia De La Estrella,-34.610321816939305,-58.37313565609816,496,,Alsina 402
651,233,-34.605987503222174,-58.374409683199964,Farmacia ABC,-34.606771,-58.375446,128,,Bartolomé Mitre 613
652,233,-34.605987503222174,-58.374409683199964,Farmacia Rp./ - La Botica de Martín,-34.602408,-58.375917,421,,Lavalle 646
653,233,-34.605987503222174,-58.374409683199964,Farmacia Soy Maga | Soy tu Farmacia,-34.60901631558926,-58.37912678718567,548,,Av. de Mayo 892
654,233,-34.605987503222174,-58.374409683199964,Farmacia S.E.C.,-34.60961119069682,-58.37488509503965,405,,Moreno 634
655,233,-34.605987503222174,-58.374409683199964,Farmacia Azul,-34.60862777988156,-58.375983238220215,327,,Av. de Mayo 675
656,233,-34.605987503222174,-58.374409683199964,Drugstore,-34.6091669,-58.37633570000001,395,,Chacabuco 87
657,233,-34.605987503222174,-58.374409683199964,Farmacia Rp./ - Went,-34.60356431021663,-58.37959650960197,546,,Av. Corrientes 901
658,233,-34.605987503222174,-58.374409683199964,Farmacia Suiza,-34.60117438567309,-58.377052239319774,587,,Tucumán 701
659,233,-34.605987503222174,-58.374409683199964,Farma Plus,-34.60523538793713,-58.371096870288085,314,,25 de Mayo 222
660,233,-34.605987503222174,-58.374409683199964,+ Vision Óptica,-34.6022063321203,-58.37529177962849,428,,Florida
661,233,-34.605987503222174,-58.374409683199964,Farmacia,-34.609436638869234,-58.376990957036206,450,,
662,234,-34.605987503222174,-58.36655690755996,Farmacity,-34.6028588438828,-58.36711379986176,351,,Av. Alicia Moreau de Justo 350
663,234,-34.605987503222174,-58.36655690755996,Farmacia Viamonte,-34.60296643178692,-58.371281325817115,548,,Av. Corrientes 301
664,234,-34.605987503222174,-58.36655690755996,Farmacity,-34.60277577045136,-58.36372751515197,441,,Juana Manso 475
665,234,-34.605987503222174,-58.36655690755996,Farma Plus,-34.60523538793713,-58.371096870288085,424,,25 de Mayo 222
666,234,-34.605987503222174,-58.36655690755996,Farmacia De La Estrella,-34.611663823907875,-58.37045622714045,725,,Defensa 201
667,234,-34.605987503222174,-58.36655690755996,Farmacity,-34.61100128659973,-58.370740338002754,677,,Av. Pueyrredón 991
668,234,-34.605987503222174,-58.36655690755996,Kiosco,-34.61053,-58.37055,624,,Balcarce 264
669,235,-34.605987503222174,-58.358704131919964,Farmacity,-34.611398098374025,-58.36265267961555,702,,Av. Juana Manso 1189
670,238,-34.59936567170366,-58.51575964471994,Farmacia Fittipaldi,-34.60110748537509,-58.51257779860104,350,,
671,239,-34.59936567170366,-58.507906869079946,Farmacity,-34.600523356199105,-58.503259075419685,444,,Av Francisco Beiró 3566
672,239,-34.59936567170366,-58.507906869079946,Farmaet,-34.6008343343958,-58.50363704388998,424,,Av Francisco Beiro 3602
673,239,-34.59936567170366,-58.507906869079946,Farmacia FarmaET,-34.600796,-58.50363,423,,Avenida Francisco Beiró 3602
674,239,-34.59936567170366,-58.507906869079946,Farmacia Fittipaldi,-34.60110748537509,-58.51257779860104,469,,
675,239,-34.59936567170366,-58.507906869079946,Farmacia Morán,-34.597857,-58.504766,333,,
676,240,-34.59936567170366,-58.50005409343995,Farmacias Dr. Ahorro,-34.59905606468716,-58.496838212013245,296,,Cuenca 3384
677,240,-34.59936567170366,-58.50005409343995,Farmacity,-34.600523356199105,-58.503259075419685,320,,Av Francisco Beiró 3566
678,240,-34.59936567170366,-58.50005409343995,Farmacia Incaica,-34.59700583245849,-58.49740737201251,357,,
679,240,-34.59936567170366,-58.50005409343995,Farmacity,-34.60096272861149,-58.49560272147035,444,,Cuenca 3145/59
680,240,-34.59936567170366,-58.50005409343995,Farmaet,-34.6008343343958,-58.50363704388998,366,,Av Francisco Beiro 3602
681,240,-34.59936567170366,-58.50005409343995,Farma365,-34.602016,-58.494705,572,,Cuenca 3005
682,240,-34.59936567170366,-58.50005409343995,Farmacia Morán,-34.597857,-58.504766,463,,
683,240,-34.59936567170366,-58.50005409343995,Farmacia FarmaET,-34.600796,-58.50363,364,,Avenida Francisco Beiró 3602
684,241,-34.59936567170366,-58.492201317799946,Farmacity,-34.60096272861149,-58.49560272147035,358,,Cuenca 3145/59
685,241,-34.59936567170366,-58.492201317799946,Farmacity,-34.60282667534418,-58.49407819699241,421,,Melincué 3185
